id,series,date,title,area,category,n_coords,lon,lat,depth_triples,description
179901,NW-C-1130-26,2026-04-29,Newly Discovered Dangers Cancels NW-C-0267-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.60996666666666,46.2785,[],Shoal located in area bounded by: 46 16.710N 072 36.598W 46 16.699N 072 36.619W 46 16.702N 072 36.621W 46 16.713N 072 36.601W Depth: 10.9m In Force Shoals number Q5024/26 refers.
179903,NW-C-1129-26,2026-04-29,Newly Discovered Dangers Cancels NW-C-0263-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.60845,46.27936666666667,[],Shoal located in area bounded by: 46 16.762N 072 36.507W 46 16.761N 072 36.508W 46 16.762N 072 36.509W 46 16.763N 072 36.508W Depth: 11.1m In Force Shoals number Q5023/26 refers.
180008,NW-C-1164-26,2026-04-30,Shallow Depth Reported Cancels NW-C-0217-26,Magdalen Islands Vicinity Chenal de la Grande Entrée,Shallow Depth Reported,8,-61.56675,47.553383333333336,"[[47.553383333333336, -61.56675, 6.3], [47.560183333333335, -61.56248333333333, 6.5], [47.561483333333335, -61.561616666666666, 3.9], [47.56265, -61.5607, 6.3], [47.568133333333336, -61.554883333333336, 6.8], [47.59386666666666, -61.53045, 6.6], [47.595816666666664, -61.53061666666667, 6.5], [47.59708333333333, -61.531083333333335, 6.5]]",Shallower depths reported in: 47 33.203N 061 34.005W 6.3 metres 47 33.611N 061 33.749W 6.5 metres 47 33.689N 061 33.697W 3.9 metres 47 33.759N 061 33.642W 6.3 metres 47 34.088N 061 33.293W 6.8 metres 47 35.632N 061 31.827W 6.6 metres 47 35.749N 061 31.837W 6.5 metres 47 35.825N 061 31.865W 6.5 metres
180132,NW-C-1247-26,2026-05-04,Uncharted Rock,Lake Ontario Vicinity Cathedral Bluffs Yacht Club,Uncharted Rock,5,-79.22794012388673,43.70816768023799,[],Uncharted rock reported in the entrance to Cathedral Bluffs Yacht Club.
180133,NW-C-1246-26,2026-05-04,Shallow Depth Reported,Lake Ontario Vicinity Cathedral Bluffs Yacht Club,Shallow Depth Reported,5,-79.22794012388673,43.70816768023799,[],Silting reported in the entrance to Cathedral Bluffs Yacht Club.
180202,NW-C-1268-26,2026-05-06,Newly Discovered Dangers Cancels NW-C-0258-26,Port of Montreal,Shallow Depth Confirmed,4,-73.5131032897183,45.5593712703681,[],Shoal located in area bounded by: 45 33.562N 073 30.786W 45 33.561N 073 30.787W 45 33.562N 073 30.789W 45 33.563N 073 30.788W Depth: 10.9 metres In Force Shoals number Q5048/26 refers.
180208,NW-C-1273-26,2026-05-06,Newly Discovered Dangers Cancels NW-C-0253-26,Port of Montreal,Shallow Depth Confirmed,4,-73.5186497892731,45.5508217104978,[],Shoal located in area bounded by: 45 33.049N 073 31.119W 45 33.048N 073 31.120W 45 33.049N 073 31.121W 45 33.050N 073 31.121W Depth: 10.9 metres In Force Shoals number Q5052/26 refers.
180309,NW-C-1329-26,2026-05-08,Submerged Object,Georgian Bay Vicinity Parry Sound,Submerged Object,1,-80.60783333333333,45.562333333333335,[],Anchor reported in 45 33.74N 080 36.47W
180336,NW-C-1341-26,2026-05-08,Shallow Depth,Magdalen Islands Vicinity Havre-Aubert,Shallow Depth Confirmed,2,-61.82677777777778,47.235169444444445,[],Shallow depth reported at: 47 14.110N 061 49.607W 47 14.216N 061 49.501W Depth: -3 metres
180338,NW-C-1342-26,2026-05-08,Shallow Depth,Magdalen Islands Vicinity Cap-aux-Meules,Shallow Depth Confirmed,2,-61.85780277777778,47.376619444444444,[],Shallow depth reported at: 47 22.597N 061 51.468W 47 22.605N 061 51.391W
180407,NW-C-1387-26,2026-05-11,Shallow Depth Reported Cancels NW-C-1386-26,Anticosti Vicinity Rivière-au-Renard,Shallow Depth Reported,1,-64.39106666666666,48.99875,"[[48.99875, -64.39106666666666, 0.2]]","Shallow depth reported at 48 59.925N 064 23.464W, 0.2 metres."
180467,NW-C-1425-26,2026-05-13,Shallow Depth Confirmed,Chaleur - Miscou - north Vicinity Anse aux Gascons,Shallow Depth Confirmed,1,-64.8624,48.19128333333333,"[[48.19128333333333, -64.8624, 1.2]]","Shallow depth confirmed at 48 11.477N 064 51.744W, 1.2 metres, at 131222 UTC May 2026."
180494,NW-C-1446-26,2026-05-13,Newly Discovered Dangers Cancels NW-C-0252-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8261416,46.2068173,[],Shoal located in area bounded by: 46 12.409N 072 49.568W 46 12.422N 072 49.626W 46 12.434N 072 49.620W 46 12.421N 072 49.563W Depth: 9.3 metres In Force Shoals number Q5064/26 refers.
180495,NW-C-1445-26,2026-05-13,Newly Discovered Dangers Cancels NW-C-0251-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8247524,46.2062321,[],Shoal located in area bounded by: 46 12.374N 072 49.485W 46 12.418N 072 49.681W 46 12.434N 072 49.674W 46 12.389N 072 49.478W Depth: 6.8 metres In Force Shoals number Q5065/26 refers.
180496,NW-C-1444-26,2026-05-13,Newly Discovered Dangers Cancels NW-C-0254-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8213791,46.2054693,[],Shoal located in area bounded by: 46 12.328N 072 49.283W 46 12.374N 072 49.485W 46 12.396N 072 49.475W 46 12.350N 072 49.273W Depth: 6.3 metres In Force Shoals number Q5068/26 refers.
180497,NW-C-1443-26,2026-05-13,Newly Discovered Dangers,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8164995,46.2087185,[],Shoal located in area bounded by: 46 12.523N 072 48.990W 46 12.489N 072 49.087W 46 12.500N 072 49.095W 46 12.534N 072 48.998W Depth: 10.6 metres In Force Shoals number Q5069/26 refers.
180498,NW-C-1442-26,2026-05-13,Newly Discovered Dangers Cancels NW-C-0266-26 Cancels NW-C-0269-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8161009,46.2085492,[],Shoal located in area bounded by: 46 12.513N 072 48.966W 46 12.388N 072 49.321W 46 12.400N 072 49.330W 46 12.525N 072 48.975W Depth: 10.0 metres In Force Shoals number Q5070/26 refers.
180499,NW-C-1441-26,2026-05-13,Newly Discovered Dangers Cancels NW-C-0270-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8071566,46.2113219,[],Shoal located in area bounded by: 46 12.679N 072 48.429W 46 12.369N 072 49.307W 46 12.390N 072 49.323W 46 12.700N 072 48.445W Depth: 9.2 metres In Force Shoals number Q5071/26 refers.
180500,NW-C-1439-26,2026-05-13,Newly Discovered Dangers Cancels NW-C-0265-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8072712,46.2108641,[],Shoal located in area bounded by: 46 12.652N 072 48.436W 46 12.349N 072 49.293W 46 12.370N 072 49.308W 46 12.673N 072 48.452W Depth: 8.4 metres In Force Shoals number Q5072/26 refers.
180501,NW-C-1438-26,2026-05-13,Newly Discovered Dangers Cancels NW-C-0268-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8076835,46.2105973,[],Shoal located in area bounded by: 46 12.636N 072 48.461W 46 12.343N 072 49.288W 46 12.350N 072 49.293W 46 12.642N 072 48.466W Depth: 7.4 metres In Force Shoals number Q5073/26 refers.
180502,NW-C-1437-26,2026-05-13,Newly Discovered Dangers,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.811095315789,46.2108248919636,[],Shoal located in area bounded by: 46 12.649N 072 48.666W 46 12.649N 072 48.668W 46 12.650N 072 48.669W 46 12.651N 072 48.667W Depth: 10.6 metres In Force Shoals number Q5074/26 refers.
180503,NW-C-1436-26,2026-05-13,Newly Discovered Dangers Cancels NW-C-0256-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8219222,46.2063483,[],Shoal located in area bounded by: 46 12.381N 072 49.315W 46 12.393N 072 49.368W 46 12.408N 072 49.361W 46 12.396N 072 49.308W Depth: 9.6 metres In Force Shoals number Q5075/26 refers.
180504,NW-C-1435-26,2026-05-13,Newly Discovered Dangers Cancels NW-C-0255-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.8216075,46.2059073,[],Shoal located in area bounded by: 46 12.354N 072 49.296W 46 12.382N 072 49.417W 46 12.402N 072 49.408W 46 12.375N 072 49.287W Depth: 8.3 metres In Force Shoals number Q5076/26 refers.
180707,NW-C-1564-26,2026-05-17,Aids to Navigation,Lake Erie Vicinity Leamington,Lights Aids Southeast Shoal light LL 597,1,-82.46279138888889,41.826344722222224,[],Light Unlit
180733,NW-C-1585-26,2026-05-18,Submerged Object - Rope,Lake Ontario Vicinity Mississauga,Submerged Object,1,-79.52935666666667,43.576328333333336,[],Submerged blue rope reported at 43 34.580N 079 31.761W at 180010 UTC May 2026.
180799,NW-C-1641-26,2026-05-19,Newly Discovered Dangers Cancels NW-C-0367-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.13162,42.0691537,[],Shoal located in area bounded by: 42 04.149N 083 07.897W 42 04.228N 083 07.887W 42 04.227N 083 07.881W 42 04.149N 083 07.891W Depth: 7.8 metres In Force Shoals number CNA1000/26 refers.
180803,NW-C-1642-26,2026-05-19,Newly Discovered Dangers Cancels NW-C-0371-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1305782130018,42.0770230046752,[],Shoal located in area bounded by: 42 04.621N 083 07.835W 42 04.623N 083 07.834W 42 04.623N 083 07.832W 42 04.621N 083 07.833W Depth: 8.3 metres In Force Shoals number CNA1001/26 refers.
180804,NW-C-1643-26,2026-05-19,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1313937297899,42.0777986269213,[],Shoal located in area bounded by: 42 04.668N 083 07.884W 42 04.669N 083 07.883W 42 04.669N 083 07.882W 42 04.668N 083 07.882W Depth: 8.2 metres In Force Shoals number CNA1002/26 refers.
180805,NW-C-1644-26,2026-05-19,Newly Discovered Dangers Cancels NW-C-0374-26,Detroit River,Shallow Depth Confirmed,4,-83.129875,42.0824171,[],Shoal located in area bounded by: 42 04.945N 083 07.792W 42 05.053N 083 07.778W 42 05.053N 083 07.771W 42 04.944N 083 07.785W Depth: 8.3 metres In Force Shoals number CNA1003/26 refers.
180806,NW-C-1645-26,2026-05-19,Newly Discovered Dangers Cancels NW-C-0378-26,Detroit River,Shallow Depth Confirmed,4,-83.1287219275477,42.0909667324882,[],Shoal located in area bounded by: 42 05.458N 083 07.723W 42 05.459N 083 07.723W 42 05.459N 083 07.721W 42 05.458N 083 07.721W Depth: 8.3 metres In Force Shoals number CNA1004/26 refers.
180807,NW-C-1646-26,2026-05-19,Newly Discovered Dangers Cancels NW-C-0385-26,Detroit River,Shallow Depth Confirmed,4,-83.1304031,42.0900039,[],Shoal located in area bounded by: 42 05.400N 083 07.824W 42 05.504N 083 07.810W 42 05.504N 083 07.804W 42 05.400N 083 07.818W Depth: 7.8 metres In Force Shoals number CNA1005/26 refers.
180837,NW-C-1654-26,2026-05-19,Shallow Depth Reported,Magdalen Islands Vicinity Chenal de la Grande Entrée,Shallow Depth Reported,4,-61.56118873313829,47.56294161789809,[],Shoal reported in area bounded by: 47 33.776N 061 33.671W 47 33.734N 061 33.565W 47 33.582N 061 33.683W 47 33.626N 061 33.794W
180865,NW-C-1666-26,2026-05-20,Newly Discovered Dangers Cancels NW-C-0274-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-73.2806593,45.8376772,[],Shoal located in area bounded by: 45 50.261N 073 16.840W 45 50.221N 073 16.860W 45 50.222N 073 16.864W 45 50.262N 073 16.844W Depth: 10.0 metres In Force Shoals number Q5083/26 refers.
180876,NW-C-1670-26,2026-05-20,Newly Discovered Dangers,Detroit River,Shallow Depth Confirmed,4,-83.1226406122808,42.1362475668117,[],Shoal located in area bounded by: 42 08.175N 083 07.358W 42 08.177N 083 07.358W 42 08.176N 083 07.356W 42 08.175N 083 07.356W Depth: 8.3 metres In Force Shoals number CNA1022/26 refers.
180877,NW-C-1671-26,2026-05-20,Newly Discovered Dangers Cancels NW-C-0340-26,Detroit River,Shallow Depth Confirmed,4,-83.1244993,42.1391331,[],Shoal located in area bounded by: 42 08.348N 083 07.470W 42 08.386N 083 07.470W 42 08.386N 083 07.464W 42 08.348N 083 07.465W Depth: 8.2 metres In Force Shoals number CNA1023/26 refers.
180881,NW-C-1677-26,2026-05-20,Newly Discovered Dangers Cancels NW-C-0338-26,Detroit River Vicinity Detroit River,Shallow Depth Confirmed,4,-83.1209799,42.1381687,[],Shoal located in area bounded by: 42 08.290N 083 07.259W 42 08.300N 083 07.263W 42 08.301N 083 07.259W 42 08.291N 083 07.255W Depth: 7.8 metres In Force Shoals number CNA1031/26 refers.
180882,NW-C-1676-26,2026-05-20,Newly Discovered Dangers Cancels NW-C-0335-26,Detroit River Vicinity Detroit River,Shallow Depth Confirmed,4,-83.1206763,42.137194,[],Shoal located in area bounded by: 42 08.232N 083 07.241W 42 08.233N 083 07.241W 42 08.233N 083 07.240W 42 08.232N 083 07.239W Depth: 8.2 metres In Force Shoals number CNA1032/26 refers.
180883,NW-C-1675-26,2026-05-20,Newly Discovered Dangers Cancels NW-C-0341-26,Detroit River Vicinity Amherstburg,Shallow Depth Confirmed,4,-83.1165343,42.1276359,[],Shoal located in area bounded by: 42 07.658N 083 06.992W 42 07.704N 083 07.011W 42 07.705N 083 07.007W 42 07.659N 083 06.988W Depth: 7.5 metres In Force Shoals number CNA1033/26 refers.
180884,NW-C-1674-26,2026-05-20,Newly Discovered Dangers Cancels NW-C-0343-26,Detroit River Vicinity Detroit River,Shallow Depth Confirmed,4,-83.1161273,42.126675,[],Shoal located in area bounded by: 42 07.600N 083 06.968W 42 07.620N 083 06.976W 42 07.621N 083 06.972W 42 07.601N 083 06.964W Depth: 7.2 metres In Force Shoals number CNA1034/26 refers.
180931,NW-M-0629-26,2026-05-21,Shallow Depth Confirmed,Chaleur - Miscou - south Vicinity Caraquet,Shallow Depth Confirmed,1,-64.90241300000001,47.809560999999995,[],"As a result of a hydrographic survey, shallower depths located at Latitude Longitude Depth in Metres 47 48.574N 064 54.145W 1.9 Available depth refers to chart datum. Caution."
180985,NW-C-1762-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0429-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1325219,42.0667818,[],Shoal located in area bounded by: 42 04.007N 083 07.951W 42 04.021N 083 07.949W 42 04.020N 083 07.939W 42 04.006N 083 07.941W Depth: 8.7 metres In Force Shoals number CNA1008/26 refers.
180987,NW-C-1761-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0427-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1319109,42.0666587,[],Shoal located in area bounded by: 42 04.000N 083 07.915W 42 04.002N 083 07.914W 42 04.002N 083 07.911W 42 03.999N 083 07.911W Depth: 8.7 metres In Force Shoals number CNA1009/26 refers.
180988,NW-C-1735-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-1185-26,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-72.0689744,46.5669616,[],Shoal located in area bounded by: 46 34.018N 072 04.138W 46 34.000N 072 04.260W 46 34.002N 072 04.261W 46 34.020N 072 04.139W Depth: 8.3 metres In Force Shoals number Q5088/26 refers.
180989,NW-C-1760-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0431-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1335308,42.0665437,[],Shoal located in area bounded by: 42 03.993N 083 08.012W 42 04.084N 083 08.000W 42 04.084N 083 07.987W 42 03.992N 083 07.999W Depth: 8.3 metres In Force Shoals number CNA1010/26 refers.
180990,NW-C-1763-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0425-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1325258,42.0660532,[],Shoal located in area bounded by: 42 03.963N 083 07.952W 42 03.972N 083 07.950W 42 03.970N 083 07.927W 42 03.961N 083 07.928W Depth: 8.7 metres In Force Shoals number CNA1011/26 refers.
180992,NW-C-1770-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0433-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1321809,42.0652996,[],Shoal located in area bounded by: 42 03.918N 083 07.931W 42 03.926N 083 07.930W 42 03.925N 083 07.921W 42 03.917N 083 07.922W Depth: 8.7 metres In Force Shoals number CNA1012/26 refers.
180993,NW-C-1775-26,2026-05-22,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1321824538728,42.065034457849,[],Shoal located in area bounded by: 42 03.902N 083 07.931W 42 03.904N 083 07.931W 42 03.904N 083 07.929W 42 03.902N 083 07.929W Depth: 8.7 metres In Force Shoals number CNA1013/26 refers.
180994,NW-C-1777-26,2026-05-22,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1323259,42.0644395,[],Shoal located in area bounded by: 42 03.866N 083 07.940W 42 03.878N 083 07.938W 42 03.877N 083 07.932W 42 03.866N 083 07.934W Depth: 8.7 metres In Force Shoals number CNA1014/26 refers.
180995,NW-C-1778-26,2026-05-22,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1336982,42.0644059,[],Shoal located in area bounded by: 42 03.864N 083 08.022W 42 03.871N 083 08.021W 42 03.870N 083 08.018W 42 03.864N 083 08.019W Depth: 8.7 metres In Force Shoals number CNA1015/26 refers.
180996,NW-C-1776-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0420-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1334578,42.0631585,[],Shoal located in area bounded by: 42 03.790N 083 08.007W 42 03.808N 083 08.005W 42 03.806N 083 07.983W 42 03.788N 083 07.985W Depth: 8.7 metres In Force Shoals number CNA1016/26 refers.
180998,NW-C-1779-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0422-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1325849,42.0621672,[],Shoal located in area bounded by: 42 03.730N 083 07.955W 42 03.776N 083 07.949W 42 03.775N 083 07.941W 42 03.729N 083 07.947W Depth: 8.7 metres In Force Shoals number CNA1017/26 refers.
180999,NW-C-1774-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0418-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.134153,42.0618748,[],Shoal located in area bounded by: 42 03.712N 083 08.049W 42 03.776N 083 08.041W 42 03.775N 083 08.033W 42 03.712N 083 08.042W Depth: 8.5 metres In Force Shoals number CNA1018/26 refers.
181000,NW-C-1771-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0416-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1330922,42.0605621,[],Shoal located in area bounded by: 42 03.634N 083 07.986W 42 03.711N 083 07.975W 42 03.710N 083 07.950W 42 03.632N 083 07.960W Depth: 8.5 metres In Force Shoals number CNA1019/26 refers.
181001,NW-C-1773-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0414-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1334885,42.059996,[],Shoal located in area bounded by: 42 03.600N 083 08.009W 42 03.604N 083 08.009W 42 03.603N 083 07.998W 42 03.599N 083 07.998W Depth: 8.6 metres In Force Shoals number CNA1020/26 refers.
181002,NW-C-1782-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0402-26 Cancels NW-C-0412-26 Cancels NW-C-0411-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1346946,42.057811,[],Shoal located in area bounded by: 42 03.469N 083 08.082W 42 03.597N 083 08.065W 42 03.597N 083 08.054W 42 03.468N 083 08.071W Depth: 8.6 metres In Force Shoals number CNA1021/26 refers.
181003,NW-C-1772-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0410-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1342319,42.0591005,[],Shoal located in area bounded by: 42 03.546N 083 08.054W 42 03.548N 083 08.054W 42 03.548N 083 08.051W 42 03.546N 083 08.051W Depth: 8.7 metres In Force Shoals number CNA1024/26 refers.
181004,NW-C-1769-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0408-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1334982,42.0590385,[],Shoal located in area bounded by: 42 03.542N 083 08.010W 42 03.544N 083 08.010W 42 03.543N 083 08.008W 42 03.542N 083 08.008W Depth: 8.7 metres In Force Shoals number CNA1025/26 refers.
181005,NW-C-1768-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0409-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1332107,42.0587944,[],Shoal located in area bounded by: 42 03.528N 083 07.993W 42 03.557N 083 07.989W 42 03.556N 083 07.970W 42 03.526N 083 07.974W Depth: 8.5 metres In Force Shoals number CNA1026/26 refers.
181006,NW-C-1767-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0407-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1332561,42.0582244,[],Shoal located in area bounded by: 42 03.493N 083 07.995W 42 03.513N 083 07.993W 42 03.512N 083 07.976W 42 03.492N 083 07.979W Depth: 8.7 metres In Force Shoals number CNA1027/26 refers.
181007,NW-C-1765-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0406-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1343254,42.0576743,[],Shoal located in area bounded by: 42 03.460N 083 08.060W 42 03.477N 083 08.057W 42 03.475N 083 08.026W 42 03.458N 083 08.028W Depth: 8.7 metres In Force Shoals number CNA1028/26 refers.
181008,NW-C-1766-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0405-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1331673728112,42.0578901422402,[],Shoal located in area bounded by: 42 03.473N 083 07.990W 42 03.475N 083 07.990W 42 03.475N 083 07.988W 42 03.473N 083 07.988W Depth: 8.7 metres In Force Shoals number CNA1029/26 refers.
181009,NW-C-1764-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0404-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1331802,42.0575515,[],Shoal located in area bounded by: 42 03.453N 083 07.991W 42 03.462N 083 07.990W 42 03.462N 083 07.982W 42 03.453N 083 07.983W Depth: 8.5 metres In Force Shoals number CNA1030/26 refers.
181010,NW-C-1759-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0399-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1351619,42.0543693,[],Shoal located in area bounded by: 42 03.262N 083 08.110W 42 03.435N 083 08.087W 42 03.434N 083 08.071W 42 03.261N 083 08.094W Depth: 8.4 metres In Force Shoals number CNA1035/26 refers.
181011,NW-C-1758-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0432-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1333191,42.0564677,[],Shoal located in area bounded by: 42 03.388N 083 07.999W 42 03.403N 083 07.997W 42 03.403N 083 07.988W 42 03.387N 083 07.990W Depth: 8.7 metres In Force Shoals number CNA1036/26 refers.
181012,NW-C-1781-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0397-26 Cancels NW-C-0394-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1333186,42.05503,[],Shoal located in area bounded by: 42 03.302N 083 07.999W 42 03.373N 083 08.002W 42 03.373N 083 07.981W 42 03.302N 083 07.978W Depth: 8.6 metres In Force Shoals number CNA1037/26 refers.
181013,NW-C-1757-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0392-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1330451,42.0535194,[],Shoal located in area bounded by: 42 03.211N 083 07.983W 42 03.285N 083 07.985W 42 03.285N 083 07.978W 42 03.211N 083 07.975W Depth: 8.4 metres In Force Shoals number CNA1038/26 refers.
181014,NW-C-1756-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0386-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1343382,42.0529756,[],Shoal located in area bounded by: 42 03.179N 083 08.060W 42 03.336N 083 08.039W 42 03.336N 083 08.035W 42 03.178N 083 08.056W Depth: 8.7 metres In Force Shoals number CNA1039/26 refers.
181015,NW-C-1755-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0388-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1358084,42.0522555,[],Shoal located in area bounded by: 42 03.135N 083 08.149W 42 03.263N 083 08.110W 42 03.262N 083 08.102W 42 03.134N 083 08.141W Depth: 8.3 metres In Force Shoals number CNA1040/26 refers.
181016,NW-C-1754-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0384-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.135816,42.0515057,[],Shoal located in area bounded by: 42 03.090N 083 08.149W 42 03.095N 083 08.148W 42 03.095N 083 08.146W 42 03.090N 083 08.146W Depth: 8.7 metres In Force Shoals number CNA1041/26 refers.
181017,NW-C-1753-26,2026-05-22,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1341435407281,42.046276470582,[],Shoal located in area bounded by: 42 02.777N 083 08.049W 42 02.778N 083 08.048W 42 02.778N 083 08.046W 42 02.776N 083 08.046W Depth: 8.6 metres In Force Shoals number CNA1042/26 refers.
181018,NW-C-1752-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0366-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1344012,42.0445883,[],Shoal located in area bounded by: 42 02.675N 083 08.064W 42 02.720N 083 08.058W 42 02.719N 083 08.046W 42 02.674N 083 08.052W Depth: 8.6 metres In Force Shoals number CNA1043/26 refers.
181019,NW-C-1751-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0368-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1339999,42.0441738,[],Shoal located in area bounded by: 42 02.650N 083 08.040W 42 02.769N 083 08.024W 42 02.768N 083 08.020W 42 02.650N 083 08.035W Depth: 8.7 metres In Force Shoals number CNA1044/26 refers.
181020,NW-C-1750-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0363-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1349275,42.0432071,[],Shoal located in area bounded by: 42 02.592N 083 08.096W 42 02.603N 083 08.094W 42 02.602N 083 08.091W 42 02.592N 083 08.092W Depth: 8.7 metres In Force Shoals number CNA1045/26 refers.
181021,NW-C-1780-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0364-26 Cancels NW-C-0360-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1350641,42.0419452,[],Shoal located in area bounded by: 42 02.517N 083 08.104W 42 02.574N 083 08.096W 42 02.572N 083 08.069W 42 02.515N 083 08.076W Depth: 8.7 metres In Force Shoals number CNA1046/26 refers.
181022,NW-C-1749-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0359-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1352239,42.0413176,[],Shoal located in area bounded by: 42 02.479N 083 08.113W 42 02.505N 083 08.110W 42 02.504N 083 08.092W 42 02.478N 083 08.095W Depth: 8.6 metres In Force Shoals number CNA1047/26 refers.
181023,NW-C-1748-26,2026-05-22,Newly Discovered Dangers,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.1354624862644,42.0406406524482,[],Shoal located in area bounded by: 42 02.438N 083 08.128W 42 02.440N 083 08.128W 42 02.440N 083 08.125W 42 02.438N 083 08.126W Depth: 8.7 metres In Force Shoals number CNA1048/26 refers.
181024,NW-C-1747-26,2026-05-22,Newly Discovered Dangers Cancels NW-C-0370-26,Detroit River Lake Erie,Shallow Depth Confirmed,4,-83.134619,42.0394773,[],Shoal located in area bounded by: 42 02.369N 083 08.077W 42 02.422N 083 08.070W 42 02.422N 083 08.066W 42 02.368N 083 08.073W Depth: 8.7 metres In Force Shoals number CNA1049/26 refers.
